File Name,Labels
flas1ad1,"['correct', 'correct', 'correct', 'correct']"
flas1am2,"['stutter', 'correct', 'correct', 'correct', 'correct', 'stutter']"
flas1ah2,"['correct', 'correct']"
flas1ae2,"['correct', 'correct', 'stutter', 'correct', 'correct', 'correct']"
flas1bb2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
flas1au2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct']"
flas1cu2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
flas1cx2,"['skip', 'skip', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'stutter']"
flas1cw1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
flas1bd2,"['correct', 'correct', 'correct', 'correct', 'correct']"
flas1cv2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
flas1bl2,"['correct', 'correct', 'correct', 'correct']"
flas1af2,"['correct', 'correct', 'correct', 'stutter']"
flas1at2,"['correct', 'correct', 'stutter', 'correct', 'correct', 'correct']"
flas1bi2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct']"
flas1bf2,"['repeat', 'repeat', 'repeat', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
flas1ca1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
flas1db2,"['correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct']"
flas1bg1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
flas1cc2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
flas1ba2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
flas1bv2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
flas1br2,"['correct', 'correct', 'correct', 'correct', 'correct']"
flas1bt2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
flas1cr2,"['correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
flas1by1,"['correct', 'correct', 'correct', 'correct', 'correct']"
flas1bj2,"['correct', 'correct', 'correct', 'correct', 'correct']"
flas1cy2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
flas1ck2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
flas1bc2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter']"
flas1bm2,"['correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
flas1ao2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
flas1ap2,"['stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
flas1cs2,"['correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2bc2,"['incorrect', 'stutter', 'correct', 'correct', 'correct']"
fejm2bp2,"['correct', 'correct', 'correct', 'incorrect', 'correct']"
fejm2bv1,"['correct', 'correct', 'correct', 'correct', 'correct']"
fejm2af1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2bj2,"['incorrect', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter']"
fejm2al2,"['correct', 'stutter', 'correct', 'correct', 'correct']"
fejm2bg2,"['correct', 'correct', 'correct', 'repeat', 'repeat', 'correct', 'correct']"
fejm2am2,"['correct', 'skip', 'repeat', 'correct', 'correct', 'correct', 'correct']"
fejm2ai2,"['stutter', 'correct', 'correct', 'skip', 'correct', 'stutter', 'correct', 'correct']"
fejm2bk1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2bw1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2bo2,"['correct', 'stutter', 'correct', 'repeat', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2bs2,"['stutter', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2ah2,"['correct', 'correct', 'correct', 'correct', 'correct']"
fejm2ch2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2ag1,"['correct', 'correct', 'correct']"
fejm2bu1,"['correct', 'correct', 'correct', 'correct', 'correct']"
fejm2bx1,"['correct', 'correct', 'correct']"
fejm2bb2,"['incorrect', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2bm2,"['incorrect', 'stutter', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct']"
fejm2br1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2as2,"['stutter', 'correct', 'stutter']"
fejm2bi2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2bd2,"['correct', 'stutter', 'correct', 'correct', 'correct', 'correct']"
fejm2bq2,"['correct', 'repeat', 'incorrect', 'correct']"
fejm2ac2,"['incorrect', 'correct', 'correct', 'correct']"
fejm2ba2,"['correct', 'stutter', 'correct', 'correct', 'correct', 'correct']"
fejm2av2,"['correct', 'stutter', 'incorrect', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2ab2,"['correct', 'correct', 'stutter', 'correct', 'correct']"
fejm2aj2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct']"
fejm2at1,"['correct', 'correct', 'correct', 'correct']"
fejm2ca2,"['correct', 'correct', 'correct', 'correct', 'repeat', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2by1,"['correct', 'correct', 'correct']"
fejm2bn2,"['incorrect', 'correct', 'correct', 'correct', 'correct', 'stutter']"
fejm2ao2,"['correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2cg2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2az1,"['correct', 'correct', 'correct', 'correct', 'correct']"
fejm2bz1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2bf2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2aa2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2an2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2ap2,"['correct', 'correct', 'correct', 'correct', 'stutter', 'stutter']"
fejm2ce2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2cc2,"['correct', 'correct', 'incorrect', 'correct', 'correct', 'correct', 'correct', 'stutter', 'repeat']"
fejm2ax2,"['stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2ay2,"['stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2cb2,"['correct', 'correct', 'incorrect', 'incorrect', 'correct', 'correct']"
fejm2bh1,"['correct', 'correct', 'correct', 'correct']"
fejm2cf1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2ae2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2ak2,"['correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2aw2,"['stutter', 'correct', 'correct', 'incorrect']"
fejm2be1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2ar2,"['correct', 'incorrect', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2bl2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct']"
fejm2bt2,"['correct', 'correct', 'correct', 'skip', 'correct', 'correct']"
fejm2ad2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2aq2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2cd2,"['stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fejm2au2,"['stutter', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2ak1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2an2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2dk1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2dc2,"['correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'skip', 'correct', 'correct']"
facs2ah2,"['stutter', 'stutter', 'correct', 'correct', 'correct']"
facs2am2,"['skip', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2ck1,"['correct', 'correct', 'correct', 'correct', 'correct']"
facs2cy2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2ce1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2da2,"['correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct']"
facs2ab2,"['correct', 'correct', 'correct', 'stutter', 'correct']"
facs2cc2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2ae1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2bv1,"['correct', 'correct', 'correct', 'correct', 'correct']"
facs2aa2,"['incorrect', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2dd1,"['correct', 'correct', 'correct', 'correct']"
facs2aw1,"['correct', 'correct', 'correct', 'correct']"
facs2au1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2by2,"['correct', 'correct', 'stutter']"
facs2cz2,"['stutter', 'skip', 'correct', 'stutter', 'correct', 'correct', 'correct']"
facs2cj1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2bx1,"['correct', 'correct', 'correct']"
facs2bl1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2aq2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2ct2,"['incorrect', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2ci2,"['correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2ad2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2cm2,"['stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2aj1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2cs1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2bq2,"['stutter', 'correct', 'correct', 'correct']"
facs2av2,"['correct', 'correct', 'correct', 'skip', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2bp2,"['correct', 'correct', 'correct', 'incorrect', 'correct']"
facs2ba2,"['correct', 'correct', 'correct', 'stutter', 'correct', 'correct']"
facs2cl1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2bj2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2ay1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2cf2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'stutter']"
facs2di2,"['correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct']"
facs2cw2,"['correct', 'correct', 'incorrect', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2dl2,"['correct', 'correct', 'correct', 'correct', 'repeat', 'repeat', 'correct', 'correct', 'correct']"
facs2ar2,"['correct', 'incorrect', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2cn1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2cb1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2ac1,"['correct', 'correct', 'correct', 'correct']"
facs2af2,"['correct', 'correct', 'correct', 'correct', 'correct', 'stutter']"
facs2br1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2ai2,"['correct', 'correct', 'correct', 'stutter', 'stutter', 'correct', 'correct', 'correct']"
facs2at1,"['correct', 'correct', 'correct', 'correct']"
facs2bo2,"['correct', 'correct', 'correct', 'stutter', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2cq2,"['correct', 'correct', 'stutter', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2al2,"['correct', 'stutter', 'correct', 'correct', 'correct']"
facs2cv1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2cr2,"['correct', 'correct', 'correct', 'stutter', 'stutter', 'correct', 'correct', 'correct', 'correct']"
facs2bu1,"['correct', 'correct', 'correct', 'correct', 'correct']"
facs2az2,"['correct', 'correct', 'stutter', 'correct', 'correct']"
facs2ax2,"['correct', 'correct', 'skip', 'correct', 'correct', 'correct']"
facs2bk2,"['correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct']"
facs2cd2,"['stutter', 'correct', 'correct', 'correct', 'stutter', 'stutter', 'correct', 'correct', 'correct', 'correct']"
facs2dg2,"['incorrect', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2de1,"['correct', 'correct', 'correct', 'correct', 'correct']"
facs2ca2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct']"
facs2ch2,"['correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct']"
facs2dj2,"['correct', 'correct', 'correct', 'correct', 'correct', 'incorrect', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2as1,"['correct', 'correct', 'correct']"
facs2bd1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2bz1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2cg1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2bw1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2bg1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2bb2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter']"
facs2ag1,"['correct', 'correct', 'correct']"
facs2dh2,"['correct', 'incorrect', 'correct', 'correct', 'correct', 'correct']"
facs2bs2,"['correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2cp2,"['correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2bh1,"['correct', 'correct', 'correct', 'correct']"
facs2cx2,"['correct', 'correct', 'stutter', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2bm2,"['skip', 'stutter', 'correct', 'repeat', 'repeat', 'repeat', 'repeat', 'repeat']"
facs2df2,"['correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2ap2,"['correct', 'correct', 'correct', 'correct', 'correct', 'incorrect']"
facs2bi2,"['correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct']"
facs2cu2,"['stutter', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2be2,"['correct', 'stutter', 'correct', 'correct', 'correct', 'correct']"
facs2ao2,"['stutter', 'correct', 'incorrect', 'stutter', 'correct', 'correct', 'correct']"
facs2bn1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2co2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2bt1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
facs2bc1,"['correct', 'correct', 'correct', 'correct', 'correct']"
facs2db2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'repeat', 'repeat', 'correct', 'correct']"
facs2bf2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'repeat', 'correct', 'correct', 'correct']"
fmra1cw1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1cy1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1bb1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1dj2,"['correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1av2,"['correct', 'stutter', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1ci1,"['correct', 'correct', 'correct', 'correct', 'correct']"
fmra1bg2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1do2,"['correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'incorrect', 'correct']"
fmra1bt1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1bk2,"['correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct']"
fmra1cj1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1cv2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1be2,"['correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'incorrect', 'correct', 'correct']"
fmra1by2,"['correct', 'correct', 'correct', 'correct', 'correct']"
fmra1dt2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1bp2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1di1,"['correct', 'correct', 'correct', 'correct', 'correct']"
fmra1cr2,"['correct', 'correct', 'correct', 'incorrect', 'stutter', 'correct', 'correct', 'correct']"
fmra1ck2,"['correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1bx2,"['incorrect', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1ch2,"['stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1bl1,"['correct', 'correct', 'correct', 'correct']"
fmra1cz1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1au2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'incorrect', 'correct', 'correct']"
fmra1bs2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'stutter', 'correct']"
fmra1ax1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1cb1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1dp2,"['correct', 'correct', 'correct', 'correct', 'correct', 'stutter']"
fmra1cc1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1da1,"['correct', 'correct', 'correct', 'correct', 'correct']"
fmra1ah1,"['correct', 'correct']"
fmra1dm2,"['correct', 'correct', 'correct', 'correct', 'stutter', 'stutter', 'correct']"
fmra1af1,"['correct', 'correct', 'correct', 'correct']"
fmra1bc2,"['correct', 'correct', 'correct', 'correct', 'correct', 'incorrect', 'correct']"
fmra1aj1,"['correct', 'correct', 'correct', 'correct', 'correct']"
fmra1ad1,"['correct', 'correct', 'correct', 'correct']"
fmra1ak2,"['correct', 'skip', 'correct', 'correct', 'correct', 'stutter']"
fmra1cf2,"['stutter', 'correct', 'correct', 'correct', 'correct']"
fmra1dc2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter']"
fmra1bz1,"['correct', 'correct', 'correct', 'correct']"
fmra1ce2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1cm2,"['correct', 'correct', 'correct', 'stutter', 'correct', 'stutter', 'correct', 'correct', 'correct']"
fmra1dg2,"['incorrect', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1ds2,"['correct', 'incorrect', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1cu2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'repeat', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1bm2,"['correct', 'correct', 'correct', 'stutter', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1ab1,"['correct', 'correct', 'correct', 'correct', 'correct']"
fmra1dd2,"['correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'stutter']"
fmra1bd2,"['correct', 'correct', 'correct', 'stutter', 'correct']"
fmra1aw1,"['correct', 'correct', 'correct', 'correct', 'correct']"
fmra1cl2,"['correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'stutter']"
fmra1cx2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'incorrect', 'correct', 'correct', 'correct', 'stutter', 'stutter']"
fmra1ar2,"['correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct']"
fmra1dl2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter']"
fmra1al1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1cg2,"['correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1dr1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1ai1,"['correct', 'correct', 'correct', 'correct']"
fmra1ay2,"['correct', 'correct', 'repeat', 'correct', 'correct', 'correct', 'stutter', 'stutter', 'stutter', 'correct']"
fmra1ag2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1cd1,"['correct', 'correct', 'correct', 'correct', 'correct']"
fmra1ap1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1cn2,"['correct', 'correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1bu2,"['correct', 'correct', 'correct', 'correct', 'incorrect', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1bo1,"['correct', 'correct', 'correct', 'correct', 'correct']"
fmra1ao1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1db2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter']"
fmra1dk2,"['correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'stutter']"
fmra1ba2,"['correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1dq2,"['correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct']"
fmra1ac2,"['correct', 'correct', 'correct', 'correct', 'stutter']"
fmra1df2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1bv2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1aa2,"['stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1ca2,"['correct', 'correct', 'stutter', 'correct', 'incorrect', 'correct', 'correct']"
fmra1cq2,"['correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1am2,"['stutter', 'correct', 'correct', 'stutter', 'correct', 'correct']"
fmra1bn1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1bf2,"['correct', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter']"
fmra1aq2,"['correct', 'stutter', 'correct', 'correct', 'correct']"
fmra1ct1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1bq2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter']"
fmra1bw2,"['correct', 'stutter', 'correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct']"
fmra1cs2,"['correct', 'correct', 'incorrect', 'correct', 'repeat', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'incorrect', 'correct']"
fmra1bh2,"['correct', 'skip', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1ae2,"['correct', 'stutter', 'correct', 'correct', 'stutter', 'correct']"
fmra1co2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1de2,"['correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1as1,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1bi2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'incorrect', 'correct']"
fmra1az2,"['incorrect', 'correct', 'correct', 'correct', 'correct']"
fmra1cp2,"['correct', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct']"
fmra1dn2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'stutter']"
fmra1at2,"['correct', 'correct', 'incorrect', 'correct', 'correct', 'correct']"
fmra1bj2,"['correct', 'correct', 'correct', 'correct', 'correct']"
fmra1br1,"['correct', 'correct', 'correct', 'correct', 'correct']"
fmra1dh2,"['correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
fmra1an2,"['correct', 'correct', 'correct', 'stutter', 'stutter', 'correct']"
mwjk2ae2,"['correct', 'skip', 'correct', 'correct', 'stutter', 'correct', 'correct']"
mwjk2ar2,"['correct', 'stutter', 'correct', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mwjk2cu2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mwjk2bn2,"['correct', 'repeat', 'correct', 'correct', 'correct', 'correct']"
mwjk2cy2,"['correct', 'correct', 'incorrect', 'correct', 'incorrect', 'correct', 'stutter', 'correct', 'correct', 'correct', 'correct']"
mwjk2ab2,"['correct', 'correct', 'stutter', 'correct', 'correct']"
mwjk2da2,"['correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct', 'correct']"
mwjk2cx2,"['correct', 'correct', 'correct', 'correct', 'correct', 'repeat', 'correct', 'correct', 'correct', 'correct', 'correct']"
